user_id,assembly,c,c#,c++,css,go,haskell,html,java,javascript,objective-c,php,powershell,python,ruby,swift,sql
6david9,0,0.027741083,0,0,0,0.022457067,0,0.035667107,0,0,0.441215324,0,0,0,0.021136063,0,0
6hoursdaily,0,0.002997003,0,0,0,0,0,0,0,0.068931069,0,0,0,0,0.281718282,0,0
6wl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0
7072656d,0,0,0,0,0.025572005,0.00538358,0,0,0,0.188425303,0,0,0,0.064602961,0,0,0
7even,0,0,0,0,0,0,0,0.014446228,0,0.021669342,0,0,0,0,0.285714286,0,0
7imbrook,0,0.016493056,0.013888889,0,0.038194444,0.0234375,0,0.015625,0,0.0546875,0.056423611,0,0,0.020833333,0.046006944,0,0
7kfpun,0,0,0,0,0.006105006,0.010989011,0,0,0.001831502,0.029304029,0.083638584,0,0,0.02991453,0.015262515,0,0
7rulnik,0,0,0,0,0,0,0,0.039455782,0,0.295238095,0,0,0,0,0,0,0
7thpark,0,0.003427592,0,0,0,0,0,0.024850043,0,0,0.231362468,0.023993145,0,0,0,0.020565553,0
8-uh,0,0,0,0,0.058690745,0,0,0.058690745,0,0.171557562,0,0,0,0,0,0,0
86085185,0,0,0,0,0,0,0,0,0.03125,0.09375,0,0,0,0,0,0,0
92bondstreet,0,0,0,0,0.012722646,0.031806616,0,0,0,0.272264631,0,0.027989822,0,0,0,0,0
9618211,0,0.05008489,0,0.011035654,0.007640068,0,0,0.016129032,0.01188455,0.056876061,0,0.092529711,0,0.022920204,0,0,0
9kelvin,0,0,0,0,0,0,0,0,0.171341926,0,0.055344958,0,0,0,0,0.015163002,0
9minds,0,0,0,0.058333333,0.025,0,0,0,0,0.091666667,0,0,0,0,0.066666667,0,0
9neo,0,0,0,0,0,0,0,0.076923077,0,0.046153846,0,0.2,0,0,0,0,0
A-limon,0,0,0,0,0.032,0,0,0.016,0.010666667,0.152,0,0,0,0,0,0,0
a-r-g-v,0,0,0,0,0,0.071982281,0,0,0,0.032115172,0,0.016611296,0,0.101882614,0,0,0
a-shestakov,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0.333333333,0,0
a-sk,0,0.037793667,0,0,0,0.025536261,0,0,0,0.036772217,0,0,0,0.315628192,0.014300306,0,0
a11y,0,0,0,0,0.008695652,0,0,0.060869565,0,0.095652174,0,0,0,0,0,0,0
a1314xu,0,0,0,0,0.066193853,0,0,0.023640662,0.002364066,0.312056738,0,0.007092199,0,0,0,0,0
a2,0,0,0,0,0.0968523,0,0,0.056900726,0,0.012106538,0.071428571,0,0,0,0.030266344,0.182808717,0
a642500,0,0.003276003,0,0,0,0.02047502,0,0,0.243243243,0,0.024570025,0,0,0.007371007,0,0.009009009,0
a7m,0,0,0,0,0.083333333,0,0,0,0,0,0.305555556,0,0,0,0.027777778,0,0
a7mdAli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
a85,0,0,0,0,0,0,0,0,0.047358834,0.14571949,0,0.009107468,0,0.183970856,0,0,0
a904guy,0,0,0,0,0,0,0,0,0.007518797,0.040816327,0,0.02792696,0,0.315789474,0,0,0
A973C,0,0,0,0,0.045883092,0,0,0.02514142,0,0.207416719,0,0.015084852,0,0,0,0,0
aaadonai,0,0,0,0,0.028233151,0,0,0,0.000910747,0.031876138,0.16575592,0,0,0,0.009107468,0.236794171,0
aaaliua,0,0,0,0,0,0,0,0,0.284082798,0.004282655,0.006423983,0,0,0,0,0.017130621,0
aaandrew,0,0,0,0,0.018465909,0,0,0.203125,0.026988636,0.269886364,0,0,0,0.011363636,0,0,0
aaasen,0,0.013864818,0,0,0.020797227,0.116984402,0,0.019930676,0.045060659,0.025129983,0,0,0,0.075389948,0.025129983,0,0
aacanakin,0,0,0.019125683,0,0,0.131147541,0,0,0,0.06010929,0,0.016393443,0,0.090163934,0,0,0.038251366
aadidenko,0,0.014792899,0,0,0,0.230769231,0,0,0,0,0,0,0,0.053254438,0,0,0
Aahung,0,0,0.033251232,0.051724138,0.060344828,0.018472906,0,0,0.030788177,0.070197044,0.109605911,0.014778325,0,0.09729064,0,0.06773399,0
aakash-sopho,0,0,0,0.044117647,0.014705882,0,0,0.007352941,0,0.058823529,0,0.022058824,0,0,0.183823529,0,0
AAkira,0,0,0,0,0,0,0,0,0.172274563,0,0,0.00807537,0,0,0,0.00538358,0
aakoch,0,0,0,0,0.007761966,0,0,0,0.263906856,0.165588616,0,0.02457956,0,0,0,0,0
aalj,0,0,0,0,0,0,0,0,0.22659176,0.015917603,0,0,0,0,0,0,0
aalsaleh,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0
aamaliaa,0,0,0,0,0,0,0,0.029255319,0,0.308510638,0.042553191,0.039893617,0,0,0,0,0
aamistak,0,0,0.079136691,0.002398082,0.043165468,0,0,0,0.004796163,0.232613909,0,0,0,0.035971223,0,0,0
aanand,0,0,0,0.005859375,0,0.052734375,0,0.0234375,0,0.084960938,0.004882813,0,0,0.129882813,0.069335938,0,0
aandreecarvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aantix,0,0,0,0,0,0,0,0,0,0.009725906,0.008841733,0,0,0,0.366931919,0,0
aarizkuren,0,0.011713933,0,0,0.019112207,0,0,0,0,0.053637485,0,0.110974106,0,0,0,0,0
aarmour,0,0,0,0,0.055412371,0,0,0.034793814,0,0.253865979,0,0,0,0,0,0,0
AArnott,0,0,0.244949495,0,0.008417508,0,0,0,0.015151515,0.060606061,0,0,0.025252525,0.003367003,0.000841751,0,0
Aaron-A,0,0,0,0,0.013667426,0,0,0.046697039,0,0.023917995,0.066059226,0,0,0.006833713,0,0.541002278,0
Aaron2Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032928943,0.227036395,0,0
aaronbaggett,0,0,0,0,0,0,0,0.180952381,0,0,0,0,0,0,0.021428571,0,0
aaronbrethorst,0,0,0,0,0,0,0,0,0,0.011254019,0.256430868,0,0,0.013665595,0,0.088424437,0
aaronbuchanan,0.013402829,0.011913626,0.008190618,0.015636634,0.017870439,0,0,0.019359643,0,0.198064036,0,0,0,0,0.002233805,0,0
AaronCallahan,0,0,0,0,0,0,0,0.080246914,0,0.327160494,0,0,0,0,0,0,0
aaroncrespo,0,0,0,0,0.02292769,0,0,0.020282187,0,0.059082892,0.093474427,0,0,0.015873016,0.040564374,0.148148148,0
aarondraczynski,0,0,0,0,0,0,0,0,0,0.244897959,0,0.06122449,0,0,0,0,0
AaronHezq,0,0.026510481,0,0,0.016646116,0,0,0,0.183107275,0.017879162,0,0.017262639,0,0,0,0,0
aaronhoffman,0,0,0.148997135,0,0,0,0,0.01504298,0,0.093839542,0,0,0.012893983,0,0,0,0
aaronlidman,0,0,0,0,0.034285714,0,0,0,0,0.348571429,0,0.017142857,0,0.125714286,0,0,0
aaronlifton,0,0.016155089,0,0.015347334,0,0.038772213,0.054119548,0,0,0.04361874,0,0,0,0,0.078352181,0,0
aaronlks,0,0,0,0,0,0,0,0,0,0.115281501,0.002680965,0,0,0.142091153,0,0,0
AaronO,0,0.004177109,0.021720969,0,0.050960735,0.08855472,0,0,0,0.083542189,0,0,0,0.053467001,0.020885547,0,0
aaronpearce,0,0,0,0.071428571,0,0,0,0,0,0,0.107142857,0,0,0,0.142857143,0.196428571,0
aaronraimist,0,0.024752475,0,0,0.110891089,0.013861386,0,0.056435644,0.025742574,0.096039604,0.017821782,0.004950495,0,0.021782178,0,0,0
aaronranard,0,0,0,0,0.04723127,0,0,0.026058632,0,0.073289902,0,0.16286645,0,0.092833876,0,0,0
aaronsalmon,0,0,0,0,0.158163265,0,0,0.071428571,0,0.168367347,0.025510204,0.056122449,0,0.015306122,0.132653061,0,0
aaronshaf,0.01640625,0,0,0,0.0234375,0,0,0,0,0.21328125,0,0,0,0,0.01328125,0,0
aashishdhawan,0,0,0,0,0.019774011,0,0,0,0,0,0.002824859,0,0,0,0,0.361581921,0
aayars,0,0.011428571,0.005714286,0,0,0,0,0,0.105714286,0,0,0,0,0.18,0,0,0
aayushshah15,0,0,0,0.034455128,0,0.009615385,0.028846154,0.095352564,0,0.050480769,0,0,0,0.080128205,0.016826923,0.003205128,0
abanctelchevrel,0,0,0,0,0.069892473,0,0,0.048387097,0,0.241935484,0,0,0,0,0.021505376,0,0
abanger,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0
abasak,0,0,0,0,0.046405823,0,0,0,0,0.126478617,0,0,0,0.009099181,0.200181984,0,0
abc618382,0,0,0,0,0,0,0,0,0.013333333,0.066666667,0,0,0,0.24,0,0,0
abcghy,0,0,0,0,0,0,0,0.10041841,0.422594142,0.075313808,0,0,0,0.087866109,0,0,0
abchenyu,0,0,0,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0,0,0,0
abdala,0,0,0,0,0.019090909,0,0,0.01,0,0.038181818,0.02,0.308181818,0,0,0,0,0
abdulhannanali,0.011160714,0,0,0,0.009672619,0,0,0.104910714,0.002232143,0.15327381,0,0,0,0,0,0,0
abdulrauf,0,0,0,0,0.013788099,0,0,0,0,0.031204644,0.01233672,0,0,0,0.185050798,0,0
abdyer,0,0.003194888,0,0,0.020766773,0,0,0.022364217,0.21884984,0.030351438,0,0,0,0,0.001597444,0,0
abecciu,0,0.00619195,0,0,0,0.055727554,0,0,0.019349845,0.014705882,0,0,0,0.036377709,0.187306502,0,0
Aben,0,0,0,0,0,0,0,0,0,0.394074074,0,0,0,0.01037037,0,0,0
abevoelker,0,0,0,0,0.018362663,0,0,0,0,0.016832441,0,0,0,0.020657995,0.099464422,0,0
abeyonalaja,0,0,0.00591716,0,0.072978304,0,0,0,0,0.021696252,0,0,0,0,0.001972387,0.027613412,0
abglassman,0,0,0,0,0.133333333,0,0,0.266666667,0,0,0,0,0,0.2,0,0,0
abhai2k,0,0.5,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,0
abhas,0,0,0,0,0.026052104,0,0,0.036072144,0,0.044088176,0,0,0,0.03006012,0.056112224,0,0
abhayprakash,0,0.019662921,0.019662921,0.132958801,0,0,0,0,0.082397004,0,0,0.014044944,0,0,0,0,0
AbhiAgarwal,0,0.011600928,0,0.083526682,0,0.033642691,0,0.059164733,0.031322506,0.092807425,0,0.012761021,0,0.133410673,0,0,0
abhikandoi2000,0,0,0.021172638,0.012214984,0.031758958,0,0,0,0,0.144136808,0,0.017100977,0,0.089576547,0,0,0
abhinav-upadhyay,0,0.202520252,0,0,0,0,0,0.02880288,0.00540054,0,0,0,0,0.135913591,0,0,0
abhinavn,0,0,0,0,0,0.018390805,0,0,0.104980843,0.009961686,0.089655172,0,0,0.055938697,0.034482759,0,0
abhinavsingh,0,0.037762238,0,0,0,0,0,0,0.018181818,0.001398601,0,0.043356643,0,0.222377622,0,0,0
abhinaykumar,0,0,0,0,0.039153439,0,0,0.101587302,0,0.02962963,0,0,0.031746032,0,0.24021164,0,0
abhishekgahlot,0.01097973,0.021114865,0,0.017736486,0,0,0,0.024493243,0.034628378,0.146959459,0,0,0,0.019425676,0,0,0
abhshkdz,0,0,0.016293279,0.020366599,0.053632043,0,0,0.019687712,0,0.039375424,0,0.018329939,0,0,0.029871012,0,0
abiaad,0,0,0,0,0.021505376,0,0,0,0.043010753,0,0.107526882,0,0,0,0,0.150537634,0
abiaskosty,0,0,0,0,0.058823529,0,0,0,0.147058824,0.323529412,0,0,0,0,0,0,0
abidk,0,0,0.032258065,0,0,0,0,0,0.274193548,0.032258065,0,0,0,0,0,0.103225806,0
abien,0,0,0,0,0.119402985,0,0,0,0,0,0,0,0,0,0,0,0
abigagli,0,0.011700468,0,0.16224649,0,0,0,0,0,0,0.043681747,0,0,0,0,0.070202808,0
abigdreamer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
abiosoft,0,0,0,0,0.013581129,0.297355254,0,0.017155111,0,0,0,0.020729092,0,0,0,0,0
abisani,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abkfenris,0,0,0,0,0.008538899,0,0,0.018026565,0,0.04743833,0,0.003795066,0,0.203036053,0,0,0
abl,0,0.080645161,0,0.028673835,0,0,0,0,0,0.047491039,0.025985663,0,0,0.102150538,0.050179211,0.025089606,0
AbleCoder,0,0,0,0,0,0,0,0,0,0.054778555,0,0,0,0.060606061,0.068764569,0,0
AbnerXin,0,0,0,0,0,0,0,0.128571429,0,0.371428571,0,0.014285714,0,0.114285714,0,0,0
Abnerzj,0,0,0,0,0,0,0,0,0,0.023255814,0.279069767,0,0,0,0,0,0
abo,0,0,0,0,0,0.157190635,0,0,0.075250836,0.035117057,0,0,0,0,0,0.023411371,0
abolivar,0,0,0,0,0.018442623,0,0,0,0.004098361,0.100409836,0,0.137295082,0,0,0,0,0
abombss,0,0,0.132090762,0,0,0,0,0,0.012965964,0.143435981,0,0,0.033225284,0.011345219,0,0,0
abouolia,0,0,0,0,0,0,0,0,0,0.235294118,0,0.088235294,0,0.088235294,0,0,0
aboutaaron,0,0,0,0,0.062835249,0,0,0.037547893,0,0.127203065,0,0.003065134,0,0.099616858,0.010727969,0,0
aboutjon,0,0,0,0,0.057377049,0,0,0,0,0.016393443,0.098360656,0,0,0,0.081967213,0,0
abraham,0,0,0,0,0.018543956,0,0,0.072802198,0,0.07760989,0,0.028159341,0,0.013736264,0.050824176,0,0
abrahamgreyson,0,0,0,0,0,0,0,0,0,0.127272727,0,0.327272727,0,0,0,0,0
Abramovick,0,0,0,0,0,0,0,0,0,0.302884615,0,0,0,0,0,0,0
abronan,0,0,0,0,0.015950069,0.122746186,0,0,0,0.013869626,0,0,0,0.010402219,0,0,0
abrongersma,0,0,0,0,0.006355932,0.041666667,0,0,0,0.049435028,0,0,0,0.007768362,0.016949153,0,0
abrons,0,0,0,0.051094891,0,0,0,0,0,0.065693431,0,0,0,0,0.262773723,0,0
abrussak,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abscondment,0,0.023255814,0,0,0,0.044907779,0,0,0.056134723,0,0,0,0,0.017642342,0.077786688,0,0
abstractj,0,0,0,0,0,0,0,0,0.179327522,0.215442092,0.01618929,0,0,0,0,0.03113325,0
abtris,0,0,0,0,0,0.059196617,0,0.061310782,0.023255814,0.109936575,0,0.025369979,0,0.00845666,0.057082452,0,0
abuiles,0,0.002270148,0,0,0.024971623,0,0,0.057888763,0,0.271282633,0,0.001135074,0,0,0.148694665,0,0
abuisman,0,0,0,0,0.012173913,0,0,0.006956522,0,0.177391304,0.008695652,0.014492754,0,0,0.103768116,0,0
abursuc,0,0.008928571,0,0.004464286,0,0,0,0,0,0,0,0,0,0.080357143,0,0,0
acadopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
acaloiaro,0,0,0,0,0.067567568,0,0,0,0.094594595,0,0,0,0,0,0.175675676,0,0
acarlos1000,0,0,0,0,0.014760148,0,0,0,0,0.101476015,0.018450185,0,0,0,0.029520295,0,0
acarroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
accavdar,0,0,0,0,0.03146206,0,0,0,0.12152992,0.027760642,0,0,0,0.06477483,0,0,0
accerqueira,0,0,0,0,0,0.1,0,0,0,0.214285714,0,0,0,0.071428571,0,0,0
accid0,0,0,0,0,0,0,0,0,0,0.105263158,0,0.378947368,0,0,0,0,0
acdha,0,0,0,0,0,0.019116678,0,0.013843111,0,0.028345419,0.009228741,0,0,0.269611074,0.011206328,0,0
acdlite,0,0.000749064,0,0,0.011235955,0,0,0,0,0.29588015,0,0.001498127,0,0,0,0,0
ace-subido,0,0,0.012750455,0,0.071038251,0,0,0.025500911,0.016393443,0.036429872,0,0,0,0.023679417,0.094717668,0,0
acemtp,0,0,0,0,0,0,0,0.015957447,0,0.267287234,0,0,0,0,0.001994681,0,0
acf,0,0,0,0,0,0,0,0.063063063,0,0,0.297297297,0,0,0,0,0,0
acgessler,0,0.014084507,0.055555556,0.116588419,0,0,0,0,0.025821596,0.149452269,0,0,0,0.022691706,0,0,0
acgotaku,0,0.014644351,0.023012552,0,0.029288703,0.023012552,0,0,0,0.288702929,0,0,0,0.018828452,0,0,0
achalddave,0,0,0.005780347,0.052023121,0,0,0,0.01734104,0.026974952,0.062620424,0,0,0.023121387,0.092485549,0,0,0
achaussier,0,0.030909091,0,0,0,0.030909091,0,0,0,0,0,0,0.010909091,0.127272727,0.025454545,0,0
achenge07,0,0.012820513,0,0,0.017094017,0,0,0.018803419,0,0.11025641,0,0,0,0.25042735,0,0,0
acheson,0,0.104651163,0,0.156976744,0.01744186,0,0,0,0,0.011627907,0,0,0,0.005813953,0,0,0
achinverma,0,0,0,0,0,0,0,0,0.279207921,0,0,0,0,0,0,0,0
acisternino,0,0.088235294,0,0.106617647,0,0.106617647,0,0,0.047794118,0,0,0,0,0.014705882,0,0,0
acmerfight,0,0.011853448,0,0.059267241,0,0,0,0.024784483,0,0.024784483,0,0,0,0.422413793,0.003232759,0,0
acoomans,0,0,0,0.053008596,0,0,0,0,0,0,0.156160458,0,0,0.067335244,0.035100287,0,0
acreek,0,0,0,0,0.078947368,0,0,0,0,0.175438596,0.061403509,0.078947368,0,0,0,0,0
acron0,0,0,0.032224532,0.041580042,0,0.003118503,0,0,0,0.031185031,0,0,0,0.01975052,0,0,0
actberw,0,0.064516129,0,0,0,0,0,0,0,0.225806452,0,0,0,0.129032258,0,0,0
activestylus,0,0,0,0,0.025399812,0,0,0,0,0.162746943,0,0,0,0,0.207902164,0,0
acudupa,0,0,0,0,0.015151515,0,0,0,0,0.181818182,0,0,0,0.045454545,0,0,0
acusti,0,0,0,0,0.029542097,0,0,0.028064993,0,0.211964549,0,0.002215657,0,0,0,0,0
acx0,0,0.049180328,0,0,0,0,0,0,0.016393443,0,0,0,0,0.081967213,0,0,0
ad4mb3nge,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
adam-lynch,0,0,0,0.012541254,0.022442244,0,0,0.022442244,0,0.203960396,0,0,0,0,0,0,0
adam-singer,0,0.009977827,0,0.041019956,0.014412417,0,0,0,0,0.105321508,0,0,0,0.006651885,0.001108647,0,0
adam8810,0,0,0,0,0.017009848,0,0,0.03312444,0,0.229185318,0,0.054610564,0,0,0.017009848,0,0
adamazing,0,0,0,0,0.02804428,0,0,0.043542435,0.011808118,0.135055351,0.025830258,0.10701107,0,0,0,0,0
adambair,0.018535681,0,0,0,0.006487488,0,0,0,0,0.061167748,0,0,0,0.020389249,0.192771084,0,0
adambiggs,0,0.015062762,0,0,0,0,0,0,0,0.220920502,0.024267782,0,0,0.008368201,0.007531381,0,0
adamburmister,0,0,0,0,0,0,0,0.018811136,0,0.194130926,0,0,0,0,0.048908954,0,0
adamcbrewer,0,0,0,0,0.075718016,0,0,0,0,0.206266319,0,0.064403829,0,0,0,0,0
adamcmwilson,0,0,0,0,0,0,0,0,0.178294574,0,0,0,0,0,0,0,0
adamdbradley,0,0,0,0,0.016930023,0,0,0,0,0.247742664,0,0,0,0,0,0,0
